product , reactant, 43.0, 3.0
product , reactant, 53.0, 2.5
product , reactant, 54.0, 0.5
product , reactant, 44.0, 1.5
product , reactant, 85.5, 0.5
reactant , product, 31.0, 3.0
product , reactant, 65.0, 1.5
product , reactant, 35.5, 6.0
reactant , product, 63.5, 14.0
reactant , product, 51.0, 3.0
reactant , product, 49.5, 9.0
reactant , product, 75.0, 3.5
reactant , product, 38.5, 3.5
product , reactant, 47.0, 4.0
reactant , product, 52.0, 8.5
reactant , product, 69.5, 28.5
reactant , product, 62.5, 0.5
product , product, 84.5, None
reactant , product, 37.5, 2.0
product , reactant, 64.5, 64.5
product , reactant, 56.0, 5.0
reactant , product, 64.5, 3.0
reactant , product, 61.5, 1.5
product , reactant, 57.0, 11.0
product , reactant, 46.0, 7.0
product , reactant, 48.0, 2.5
reactant , product, 38.5, 0.5
product , reactant, 58.0, 4.5
product , reactant, 81.0, 2.5
reactant , product, 31.5, 0.5
reactant , product, 65.0, 3.5
product , reactant, 35.5, 2.0
reactant , product, 43.0, 3.0
product , reactant, 37.0, 4.5
reactant , product, 34.0, 2.5
reactant , product, 36.0, 5.5
reactant , product, 53.5, 2.0
product , reactant, 47.0, 8.0
product , reactant, 35.0, 1.0
reactant , product, 46.0, 6.5
reactant , product, 54.0, 5.5
reactant , product, 42.0, 1.5
product , reactant, 55.5, 4.0
product , reactant, 52.5, 23.0
reactant , product, 37.5, 4.5
reactant , product, 44.0, 4.0
reactant , product, 56.5, 2.5
product , reactant, 57.0, 3.5
reactant , product, 53.5, 6.0
reactant , product, 35.0, 1.0
product , reactant, 70.0, 7.0
product , reactant, 47.0, 0.0
reactant , product, 39.5, 4.0
product , reactant, 38.0, 1.0
reactant , product, 40.5, 2.0
product , reactant, 70.5, 0.5
reactant , product, 45.0, 8.5
reactant , product, 58.0, 1.0
reactant , product, 45.0, 0.5
product , reactant, 63.0, 0.5
reactant , product, 63.5, 2.0
product , reactant, 47.5, 8.5
reactant , product, 113.5, 15.0
reactant , product, 44.5, 6.0
product , reactant, 64.0, 2.0
product , reactant, 59.0, 3.5
product , reactant, 51.0, 3.0
product , reactant, 58.5, 4.5
product , reactant, 44.5, 2.5
product , reactant, 69.5, 11.0
product , reactant, 45.5, 5.5
reactant , product, 44.0, 3.5
reactant , reactant, 80.5, None
reactant , product, 54.5, 4.0
product , reactant, 80.5, 13.0
reactant , product, 41.0, 2.5
product , reactant, 65.5, 12.0
product , reactant, 49.5, 9.0
reactant , product, 59.5, 7.5
reactant , product, 48.5, 0.5
reactant , product, 79.0, 1.0
reactant , product, 54.0, 4.5
reactant , product, 82.0, 3.0
product , reactant, 57.5, 4.0
product , reactant, 56.5, 4.5
product , reactant, 53.0, 5.0
product , reactant, 65.5, 17.0
product , reactant, 44.0, 5.0
product , reactant, 52.0, 3.5
reactant , product, 68.5, 0.5
reactant , product, 63.5, 4.5
reactant , product, 59.0, 2.5
reactant , product, 65.0, 1.0
reactant , product, 59.5, 1.5
product , reactant, 54.5, 7.5
product , reactant, 57.0, 3.5
product , reactant, 49.0, 8.0
reactant , product, 66.0, 5.5
product , reactant, 59.5, 5.0
reactant , product, 46.5, 0.0
product , reactant, 70.0, 1.5
product , product, 70.0, None
reactant , product, 57.0, 5.5
product , reactant, 39.0, 2.0
product , reactant, 78.5, 6.0
reactant , ts, 130.5, None
reactant , product, 44.5, 1.5
product , reactant, 41.5, 7.5
reactant , product, 54.5, 12.0
product , reactant, 33.5, 3.0
reactant , product, 69.0, 6.5
product , reactant, 60.5, 2.0
reactant , product, 54.5, 7.5
reactant , reactant, 97.5, None
product , reactant, 70.0, 6.5
reactant , product, 59.5, 10.5
944 56
Average time: 55.00423728813559 fs
Median time: 52.5 fs
Standard deviation: 14.330688263764092 fs
Average time gap: 3.903072033898305 fs
Median time gap: 3.0 fs
Standard deviation: 3.676379178987455 fs
